CODE,MDC,PDC,CC,MAINCC,CCROW,DCLMAIN,HIV_AX,TRAUMA,SEX,ACCPDX,AGEDUSE,AGEMIN,AGEMAX,AGEDMIN,MOSDX
M0237,08,8F,True,M023,0,M023,,N,B,Y,N,16,124,0,0.0
M0238,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0239,08,8F,True,M023,99,M023,,N,B,Y,N,16,124,0,0.0
M028,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0280,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0281,08,8J,True,M028,0,M028,,N,B,Y,N,0,124,0,0.0
M0282,08,8J,True,M028,0,M028,,N,B,Y,N,0,124,0,0.0
M0283,08,8J,False,,0,,,N,B,Y,N,0,124,0,0.0
M0284,08,8J,False,,0,,,N,B,Y,N,0,124,0,0.0
M0285,08,8J,True,M028,0,M028,,N,B,Y,N,0,124,0,0.0
M0286,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0287,08,8J,True,M028,0,M028,,N,B,Y,N,0,124,0,0.0
M0288,08,8J,False,,0,,,N,B,Y,N,0,124,0,0.0
M0289,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M029,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0290,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0291,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0292,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0293,08,8J,True,M028,0,M028,,N,B,Y,N,0,124,0,0.0
M0294,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0295,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0296,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0297,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0298,08,8J,True,M028,99,M028,,N,B,Y,N,0,124,0,0.0
M0299,08,8J,False,,0,,,N,B,Y,N,0,124,0,0.0
M030,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0300,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0301,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0302,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0303,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0304,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0305,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0306,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M0307,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0308,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0309,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M031,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M0310,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0311,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0312,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0313,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0314,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M0315,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0316,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0317,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0318,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0319,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M032,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M0320,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0321,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0322,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0323,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0324,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0325,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0326,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0327,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M0328,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0329,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M036,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0360,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M0361,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0362,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0363,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0364,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0365,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0366,08,8J,True,M030,99,M030,,N,B,N,N,0,124,0,0.0
M0367,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0368,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M0369,08,8J,True,M030,0,M030,,N,B,N,N,0,124,0,0.0
M050,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M0500,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M0501,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M0502,08,8F,True,M050,0,M050,,N,B,Y,N,0,124,0,0.0
M0503,08,8F,True,M050,0,M050,,N,B,Y,N,0,124,0,0.0
M0504,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M0505,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0506,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M0507,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M0508,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M0509,08,8F,True,M050,99,M050,,N,B,Y,N,0,124,0,0.0
M051,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0510,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0511,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0512,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0513,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0514,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0515,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0516,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0517,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0518,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M0519,04,4P,False,,0,,,N,B,Y,N,16,124,0,0.0
M052,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0520,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0521,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0522,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0523,08,8F,True,M050,0,M050,,N,B,Y,N,16,124,0,0.0
M0524,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0525,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0526,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0527,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0528,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0529,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M053,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0530,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0531,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0532,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0533,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0534,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0535,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0536,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0537,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0538,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0539,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M058,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0580,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0581,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0582,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0583,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0584,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0585,08,8F,False,,0,,,N,B,Y,N,16,124,0,0.0
M0586,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0587,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0588,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0589,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M059,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0590,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0591,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0592,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0593,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0594,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0595,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0596,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0597,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0598,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M0599,08,8F,True,M050,99,M050,,N,B,Y,N,16,124,0,0.0
M060,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0600,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0601,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0602,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0603,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0604,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0605,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0606,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0607,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0608,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0609,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M061,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0610,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0611,08,8S,True,M061,0,M061,,N,B,Y,N,16,124,0,0.0
M0612,08,8S,False,,0,,,N,B,Y,N,16,124,0,0.0
M0613,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0614,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0615,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0616,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0617,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0618,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M0619,08,8S,True,M061,99,M061,,N,B,Y,N,16,124,0,0.0
M062,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0620,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0621,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0622,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0623,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0624,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0625,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0626,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0627,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0628,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0629,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M063,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0630,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0631,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0632,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0633,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0634,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0635,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0636,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0637,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0638,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M0639,08,8F,False,,0,,,N,B,Y,N,0,124,0,0.0
M064,08,8J,True,M014,99,M064,,N,B,Y,N,0,124,0,0.0
M0640,08,8J,True,M014,99,M064,,N,B,Y,N,0,124,0,0.0
M0641,08,8J,True,M014,99,M064,,N,B,Y,N,0,124,0,0.0
M0642,08,8J,True,M014,0,M064,,N,B,Y,N,0,124,0,0.0
M0643,08,8J,True,M014,0,M064,,N,B,Y,N,0,124,0,0.0
M0644,08,8J,True,M014,99,M064,,N,B,Y,N,0,124,0,0.0
M0645,08,8J,True,M014,0,M064,,N,B,Y,N,0,124,0,0.0
M0646,08,8J,True,M014,99,M064,,N,B,Y,N,0,124,0,0.0
M0647,08,8J,True,M014,99,M064,,N,B,Y,N,0,124,0,0.0
M0648,08,8J,True,M014,0,M064,,N,B,Y,N,0,124,0,0.0
M0649,08,8J,True,M014,99,M064,,N,B,Y,N,0,124,0,0.0
M068,08,8F,True,M068,99,M050,,N,B,Y,N,16,124,0,0.0
M0680,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0681,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0682,08,8F,True,M014,0,M050,,N,B,Y,N,16,124,0,0.0
M0683,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0684,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0685,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0686,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0687,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0688,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0689,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M069,08,8F,True,M068,99,M050,,N,B,Y,N,16,124,0,0.0
M0690,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0691,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0692,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0693,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0694,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0695,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0696,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0697,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0698,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M0699,08,8F,True,M014,99,M050,,N,B,Y,N,16,124,0,0.0
M070,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M0700,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M0704,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0707,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0709,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M071,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0710,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M0711,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0712,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0713,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0714,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0715,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0716,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0717,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0718,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0719,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M072,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M073,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M0730,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M0731,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0732,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0733,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0734,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0735,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M0736,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M0737,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0738,08,8F,True,M070,0,M070,,N,B,N,N,16,124,0,0.0
M0739,08,8F,True,M070,99,M070,,N,B,N,N,16,124,0,0.0
M074,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0740,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0741,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0742,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0743,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0744,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0745,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0746,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0747,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0748,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0749,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M075,08,8J,True,M070,99,M074,,N,B,N,N,16,124,0,0.0
M0750,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0751,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0752,08,8J,True,M070,99,M074,,N,B,N,N,16,124,0,0.0
M0753,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0754,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0755,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0756,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0757,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0758,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0759,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M076,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0760,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0761,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0762,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0763,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0764,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0765,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0766,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0767,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0768,08,8J,True,M070,0,M074,,N,B,N,N,16,124,0,0.0
M0769,08,8J,True,M070,99,M074,,N,B,N,N,16,124,0,0.0
M080,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0800,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0801,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0802,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0803,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0804,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0805,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0806,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0807,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0808,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0809,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M081,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0810,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0811,08,8F,True,M081,0,M080,,N,B,Y,N,0,124,0,0.0
M0812,08,8F,True,M081,0,M080,,N,B,Y,N,0,124,0,0.0
M0813,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0814,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0815,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0816,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0817,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0818,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M0819,08,8F,True,M081,99,M080,,N,B,Y,N,0,124,0,0.0
M082,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0820,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0821,08,8F,True,M082,0,M080,,N,B,Y,N,0,124,0,0.0
M0822,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0823,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0824,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0825,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0826,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0827,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0828,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M0829,08,8F,True,M082,99,M080,,N,B,Y,N,0,124,0,0.0
M083,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M084,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0840,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0841,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0842,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0843,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0844,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0845,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0846,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0847,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0848,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0849,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M088,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0880,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0881,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0882,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0883,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0884,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0885,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0886,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0887,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0888,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0889,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M089,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0890,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0891,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0892,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0893,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0894,08,8F,True,M080,0,M080,,N,B,Y,N,0,124,0,0.0
M0895,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0896,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0897,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0898,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M0899,08,8F,True,M080,99,M080,,N,B,Y,N,0,124,0,0.0
M090,08,8F,True,M070,99,M090,,N,B,N,N,0,124,0,0.0
M0900,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0901,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0902,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0903,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0904,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0905,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0906,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0907,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0908,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0909,08,8F,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M091,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0910,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0911,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0912,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0913,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0914,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0915,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0916,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0917,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0918,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0919,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M092,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0920,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0921,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
M0922,08,8J,True,M070,0,M090,,N,B,N,N,0,124,0,0.0
