CODE,MDC,PDC,CC,MAINCC,CCROW,DCLMAIN,HIV_AX,TRAUMA,SEX,ACCPDX,AGEDUSE,AGEMIN,AGEMAX,AGEDMIN,MOSDX
H814,03,3B,True,H810,99,H811,,N,B,Y,N,0,124,0,0.0
H818,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H819,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H82,03,3B,True,H82,99,H82,,N,B,N,N,0,124,0,0.0
H830,03,3B,True,H82,99,H830,,N,B,Y,N,0,124,0,0.0
H831,03,3B,True,H82,99,H830,,N,B,Y,N,0,124,0,0.0
H832,03,3B,True,H82,99,H830,,N,B,Y,N,0,124,0,0.0
H833,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H838,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H839,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H900,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H901,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H902,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H903,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H904,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H905,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H906,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H907,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H908,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H910,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H911,30,,False,,0,,,N,B,N,N,0,124,0,0.0
H912,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H913,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H918,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H919,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H920,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H921,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H922,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H930,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H931,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H932,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H933,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H938,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H939,03,3B,False,,0,,,N,B,Y,N,0,124,0,0.0
H940,03,3B,True,H940,99,H940,,N,B,N,N,0,124,0,0.0
H948,03,3B,True,H940,99,H940,,N,B,N,N,0,124,0,0.0
H950,03,3B,True,H950,99,H950,,N,B,Y,N,0,124,0,0.0
H951,03,3B,True,H940,99,H950,,N,B,Y,N,0,124,0,0.0
H958,03,3B,True,H940,99,H950,,N,B,Y,N,0,124,0,0.0
H959,21,21D,False,,0,,,N,B,Y,N,0,124,0,0.0
I00,08,8S,True,I00,99,I00,,N,B,Y,N,0,124,0,0.0
I010,05,5R,True,I010,99,I010,,N,B,Y,N,0,124,0,0.0
I011,05,5K,True,I011,99,I010,,N,B,Y,N,0,124,0,0.0
I012,05,5R,True,I012,99,I010,,N,B,Y,N,0,124,0,0.0
I018,05,5R,True,I012,99,I010,,N,B,Y,N,0,124,0,0.0
I019,05,5R,True,I012,99,I010,,N,B,Y,N,0,124,0,0.0
I020,05,5R,True,I020,99,I020,,N,B,Y,N,0,124,0,0.0
I029,05,5R,True,I020,99,I020,,N,B,Y,N,0,124,0,0.0
I050,05,5K,True,I050,99,I050,,N,B,Y,N,0,124,0,0.0
I051,05,5K,True,I050,99,I051,,N,B,Y,N,0,124,0,0.0
I052,05,5K,True,I050,99,I052,,N,B,Y,N,0,124,0,0.0
I058,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I059,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I060,05,5K,True,I050,99,I060,,N,B,Y,N,0,124,0,0.0
I061,05,5K,True,I050,99,I060,,N,B,Y,N,0,124,0,0.0
I062,05,5K,True,I050,99,I060,,N,B,Y,N,0,124,0,0.0
I068,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I069,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I070,05,5K,True,I050,99,I070,,N,B,Y,N,0,124,0,0.0
I071,05,5K,True,I050,99,I070,,N,B,Y,N,0,124,0,0.0
I072,05,5K,True,I050,99,I070,,N,B,Y,N,0,124,0,0.0
I078,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I079,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I080,05,5K,True,I080,99,I080,,N,B,Y,N,0,124,0,0.0
I081,05,5K,True,I080,99,I080,,N,B,Y,N,0,124,0,0.0
I082,05,5K,True,I080,99,I080,,N,B,Y,N,0,124,0,0.0
I083,05,5K,True,I080,99,I080,,N,B,Y,N,0,124,0,0.0
I088,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I089,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I090,05,5R,True,I012,99,I090,,N,B,Y,Y,0,124,28,0.0
I091,05,5K,False,,0,,,N,B,Y,Y,0,124,28,0.0
I092,05,5R,True,I092,99,I090,,N,B,Y,Y,0,124,28,0.0
I098,05,5R,False,,0,,,N,B,Y,Y,0,124,28,0.0
I099,05,5R,False,,0,,,N,B,Y,Y,0,124,28,0.0
I10,05,5H,True,I10,99,I10,,N,B,Y,N,1,124,0,0.0
I110,05,5C,True,I110,99,I110,,N,B,Y,N,1,124,0,0.0
I119,05,5H,True,I119,99,I119,,N,B,Y,N,1,124,0,0.0
I120,11,11A,True,I120,99,I120,,N,B,Y,N,0,124,0,0.0
I129,11,11H,True,I129,99,I129,,N,B,Y,N,0,124,0,0.0
I130,05,5C,True,I130,99,I130,,N,B,Y,N,1,124,0,0.0
I131,11,11A,True,I131,99,I131,,N,B,Y,N,1,124,0,0.0
I132,05,5C,True,I130,99,I132,,N,B,Y,N,1,124,0,0.0
I139,05,5H,True,I139,99,I139,,N,B,Y,N,1,124,0,0.0
I150,05,5H,True,I150,99,I150,,N,B,Y,N,0,124,0,0.0
I151,05,5H,True,I150,99,I151,,N,B,Y,N,0,124,0,0.0
I152,05,5H,True,I150,99,I150,,N,B,Y,N,1,124,0,0.0
I158,05,5H,True,I150,99,I150,,N,B,Y,N,1,124,0,0.0
I159,05,5H,True,I150,99,I159,,N,B,Y,N,1,124,0,0.0
I200,05,5G,True,I200,99,I200,,N,B,Y,N,1,124,0,0.0
I201,05,5G,True,I200,99,I201,,N,B,Y,N,1,124,0,0.0
I208,05,5G,True,I200,99,I208,,N,B,Y,N,1,124,0,0.0
I209,05,5G,True,I200,99,I209,,N,B,Y,N,1,124,0,0.0
I210,05,5A,True,I210,99,I210,,N,B,Y,N,1,124,0,0.0
I211,05,5A,True,I210,99,I211,,N,B,Y,N,1,124,0,0.0
I212,05,5A,True,I210,99,I212,,N,B,Y,N,1,124,0,0.0
I213,05,5A,True,I210,99,I213,,N,B,Y,N,1,124,0,0.0
I214,05,5A,True,I210,99,I214,,N,B,Y,N,1,124,0,0.0
I219,05,5A,True,I210,99,I219,,N,B,Y,N,1,124,0,0.0
I220,05,5A,True,I220,99,I220,,N,B,Y,N,1,124,0,0.0
I221,05,5A,True,I220,99,I220,,N,B,Y,N,1,124,0,0.0
I228,05,5A,True,I220,99,I220,,N,B,Y,N,1,124,0,0.0
I229,05,5A,True,I220,99,I220,,N,B,Y,N,1,124,0,0.0
I230,05,5R,True,I230,99,I230,,N,B,Y,N,1,124,0,0.0
I231,05,5R,True,I231,99,I230,,N,B,Y,N,1,124,0,0.0
I232,05,5R,True,I231,99,I230,,N,B,Y,N,1,124,0,0.0
I233,05,5R,True,I230,99,I230,,N,B,Y,N,1,124,0,0.0
I234,05,5K,True,I231,99,I234,,N,B,Y,N,1,124,0,0.0
I235,05,5K,True,I231,99,I234,,N,B,Y,N,1,124,0,0.0
I236,05,5R,True,I231,99,I230,,N,B,Y,N,1,124,0,0.0
I238,05,5R,True,I231,99,I230,,N,B,Y,N,1,124,0,0.0
I240,05,5G,True,I240,99,I240,,N,B,Y,N,1,124,0,0.0
I241,05,5R,True,I241,99,I241,,N,B,Y,N,0,124,0,0.0
I248,05,5G,True,I240,99,I240,,N,B,Y,N,1,124,0,0.0
I249,05,5G,True,I240,99,I240,,N,B,Y,N,1,124,0,0.0
I250,05,5G,True,I250,99,I250,,N,B,Y,N,1,124,0,0.0
I251,05,5G,True,I251,99,I251,,N,B,Y,N,1,124,0,0.0
I252,05,5G,True,I250,99,I252,,N,B,Y,N,1,124,0,0.0
I253,05,5R,True,I253,99,I253,,N,B,Y,N,1,124,0,0.0
I254,05,5R,True,I254,99,I253,,N,B,Y,N,1,124,0,0.0
I255,05,5G,True,I255,99,I255,,N,B,Y,N,1,124,0,0.0
I256,05,5G,True,I250,99,I256,,N,B,Y,N,1,124,0,0.0
I258,05,5G,True,I258,99,I256,,N,B,Y,N,1,124,0,0.0
I259,05,5G,True,I250,99,I259,,N,B,Y,N,1,124,0,0.0
I260,04,4B,True,I260,99,I260,,N,B,Y,Y,0,124,28,0.0
I269,04,4B,True,I260,99,I269,,N,B,Y,N,0,124,0,0.0
I270,05,5R,True,I270,99,I270,,N,B,Y,Y,0,124,28,0.0
I271,05,5R,False,,0,,,N,B,Y,Y,0,124,28,0.0
I272,05,5R,True,I272,99,I272,,N,B,Y,Y,0,124,28,0.0
I278,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I279,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I280,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I281,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I288,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I289,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I300,05,5R,True,I300,99,I300,,N,B,Y,N,0,124,0,0.0
I301,05,5R,True,I300,99,I301,,N,B,Y,N,0,124,0,0.0
I308,05,5R,True,I300,99,I300,,N,B,Y,N,0,124,0,0.0
I309,05,5R,True,I300,99,I300,,N,B,Y,N,0,124,0,0.0
I310,05,5R,True,I310,99,I310,,N,B,Y,N,0,124,0,0.0
I311,05,5R,True,I310,99,I310,,N,B,Y,N,0,124,0,0.0
I312,05,5R,True,I310,99,I310,,N,B,Y,N,0,124,0,0.0
I313,05,5R,True,I310,99,I310,,N,B,Y,N,0,124,0,0.0
I318,05,5R,True,I310,99,I310,,N,B,Y,N,0,124,0,0.0
I319,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I320,05,5R,True,I320,99,I320,,N,B,N,N,0,124,0,0.0
I321,05,5R,True,I320,99,I320,,N,B,N,N,0,124,0,0.0
I328,05,5R,True,I320,99,I320,,N,B,N,N,0,124,0,0.0
I330,05,5B,True,I330,99,I330,D,N,B,Y,N,0,124,0,0.0
I339,05,5B,True,I330,99,I330,D,N,B,Y,N,0,124,0,0.0
I340,05,5K,True,I340,99,I340,,N,B,Y,N,0,124,0,0.0
I341,05,5K,True,I340,99,I341,,N,B,Y,N,0,124,0,0.0
I342,05,5K,True,I340,99,I342,,N,B,Y,N,0,124,0,0.0
I348,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I349,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I350,05,5K,True,I350,99,I350,,N,B,Y,N,0,124,0,0.0
I351,05,5K,True,I350,99,I351,,N,B,Y,N,0,124,0,0.0
I352,05,5K,True,I350,99,I351,,N,B,Y,N,0,124,0,0.0
I358,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I359,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I360,05,5K,True,I360,99,I360,,N,B,Y,N,0,124,0,0.0
I361,05,5K,True,I360,99,I360,,N,B,Y,N,0,124,0,0.0
I362,05,5K,True,I360,99,I360,,N,B,Y,N,0,124,0,0.0
I368,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I369,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I370,05,5K,True,I370,99,I370,,N,B,Y,N,0,124,0,0.0
I371,05,5K,True,I370,99,I370,,N,B,Y,N,0,124,0,0.0
I372,05,5K,True,I370,99,I370,,N,B,Y,N,0,124,0,0.0
I378,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I379,05,5K,False,,0,,,N,B,Y,N,0,124,0,0.0
I38,05,5K,False,,0,,D,N,B,Y,N,0,124,0,0.0
I390,05,5K,True,I390,99,I390,,N,B,N,N,0,124,0,0.0
I391,05,5K,True,I390,99,I390,,N,B,N,N,0,124,0,0.0
I392,05,5K,True,I390,99,I390,,N,B,N,N,0,124,0,0.0
I393,05,5K,True,I390,99,I390,,N,B,N,N,0,124,0,0.0
I394,05,5K,True,I390,99,I390,,N,B,N,N,0,124,0,0.0
I398,05,5K,True,I390,99,I390,,N,B,N,N,0,124,0,0.0
I400,05,5R,True,I400,99,I400,D,N,B,Y,N,0,124,0,0.0
I401,05,5R,True,I400,99,I400,D,N,B,Y,N,0,124,0,0.0
I408,05,5R,True,I400,99,I400,D,N,B,Y,N,0,124,0,0.0
I409,05,5R,True,I400,99,I400,D,N,B,Y,N,0,124,0,0.0
I410,05,5R,True,I400,99,I410,,N,B,N,N,0,124,0,0.0
I411,05,5R,True,I400,99,I410,,N,B,N,N,0,124,0,0.0
I412,05,5R,True,I400,99,I410,,N,B,N,N,0,124,0,0.0
I418,05,5R,True,I400,99,I410,,N,B,N,N,0,124,0,0.0
I420,05,5R,True,I420,99,I420,,N,B,Y,N,0,124,0,0.0
I421,05,5R,True,I421,99,I421,,N,B,Y,N,0,124,0,0.0
I422,05,5R,True,I420,99,I422,,N,B,Y,N,0,124,0,0.0
I423,05,5R,True,I420,99,I423,,N,B,Y,N,0,124,0,0.0
I424,05,5R,True,I424,99,I423,,N,B,Y,N,0,124,0,0.0
I425,05,5R,True,I420,99,I423,,N,B,Y,N,0,124,0,0.0
I426,05,5R,True,I420,99,I421,,N,B,Y,N,0,124,0,0.0
I427,05,5R,True,I420,99,I421,,N,B,Y,N,0,124,0,0.0
I428,05,5R,True,I420,99,I421,,N,B,Y,N,0,124,0,0.0
I429,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I430,05,5R,True,I400,99,I430,,N,B,N,N,0,124,0,0.0
I431,05,5R,True,I400,99,I430,,N,B,N,N,0,124,0,0.0
I432,05,5R,True,I400,99,I430,,N,B,N,N,0,124,0,0.0
I438,05,5R,True,I400,99,I430,,N,B,N,N,0,124,0,0.0
I440,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I441,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I442,05,5L,True,I442,99,I442,,N,B,Y,N,0,124,0,0.0
I443,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I444,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I445,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I446,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I447,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I450,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I451,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I452,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I453,05,5L,True,I442,99,I453,,N,B,Y,N,0,124,0,0.0
I454,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I455,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I456,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I458,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I459,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I460,05,5L,True,I460,99,I460,,N,B,Y,N,0,124,0,0.0
I461,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I469,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I470,05,5M,True,I470,99,I470,,N,B,Y,N,0,124,0,0.0
I471,05,5M,True,I470,99,I470,,N,B,Y,N,0,124,0,0.0
I472,05,5L,True,I470,99,I472,,N,B,Y,N,0,124,0,0.0
I479,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I48,05,5M,True,I48,99,I48,,N,B,Y,N,0,124,0,0.0
I480,05,5M,True,I48,99,I48,,N,B,Y,N,0,124,0,
I481,05,5M,True,I48,99,I48,,N,B,Y,N,0,124,0,
I482,05,5M,True,I48,99,I48,,N,B,Y,N,0,124,0,
I483,05,5M,True,I48,99,I48,,N,B,Y,N,0,124,0,
I484,05,5M,True,I48,99,I48,,N,B,Y,N,0,124,0,
I489,05,5M,True,I48,99,I48,,N,B,Y,N,0,124,0,
I490,05,5L,True,I490,99,I490,,N,B,Y,N,0,124,0,0.0
I4900,05,5L,True,I490,99,I490,,N,B,Y,N,0,124,0,0.0
I4901,05,5L,True,I490,99,I490,,N,B,Y,N,0,124,0,0.0
I4909,05,5L,True,I490,99,I490,,N,B,Y,N,0,124,0,0.0
I491,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I492,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I493,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I494,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I495,05,5M,True,I495,99,I495,,N,B,Y,N,0,124,0,0.0
I498,05,5M,False,,0,,,N,B,Y,N,0,124,0,0.0
I499,05,5L,False,,0,,,N,B,Y,N,0,124,0,0.0
I500,05,5C,True,I500,99,I500,,N,B,Y,N,0,124,0,0.0
I501,05,5C,True,I501,99,I501,,N,B,Y,N,0,124,0,0.0
I509,05,5C,True,I500,99,I509,,N,B,Y,N,0,124,0,0.0
I510,05,5R,True,I510,99,I510,,N,B,Y,N,0,124,0,0.0
I511,05,5K,True,I511,99,I511,,N,B,Y,N,0,124,0,0.0
I512,05,5K,True,I511,99,I511,,N,B,Y,N,0,124,0,0.0
I513,05,5R,True,I513,99,I513,,N,B,Y,N,0,124,0,0.0
I514,05,5R,True,I514,99,I514,,N,B,Y,N,0,124,0,0.0
I515,05,5R,False,,0,,,N,B,Y,N,0,124,0,0.0
I516,05,5G,False,,0,,,N,B,Y,N,0,124,0,0.0
I517,05,5G,False,,0,,,N,B,Y,N,0,124,0,0.0
I518,05,5G,False,,0,,,N,B,Y,N,0,124,0,0.0
I519,05,5G,False,,0,,,N,B,Y,N,0,124,0,0.0
I520,05,5G,True,I520,99,I520,,N,B,N,N,0,124,0,0.0
I521,05,5G,True,I520,99,I520,,N,B,N,N,0,124,0,0.0
I528,05,5G,True,I520,99,I520,,N,B,N,N,0,124,0,0.0
I600,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I601,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I602,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I603,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I604,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I605,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I606,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I607,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I608,01,1F,True,I600,99,I600,,N,B,Y,N,0,124,0,0.0
I609,01,1F,True,I600,99,I609,,N,B,Y,N,0,124,0,0.0
I610,01,1F,True,I610,99,I610,,N,B,Y,N,0,124,0,0.0
I611,01,1F,True,I610,99,I611,,N,B,Y,N,0,124,0,0.0
I612,01,1F,True,I610,99,I612,,N,B,Y,N,0,124,0,0.0
I613,01,1F,True,I610,99,I612,,N,B,Y,N,0,124,0,0.0
I614,01,1F,True,I610,99,I614,,N,B,Y,N,0,124,0,0.0
I615,01,1F,True,I610,99,I612,,N,B,Y,N,0,124,0,0.0
I616,01,1F,True,I610,99,I614,,N,B,Y,N,0,124,0,0.0
I618,01,1F,True,I610,99,I618,,N,B,Y,N,0,124,0,0.0
I619,01,1F,True,I610,99,I612,,N,B,Y,N,0,124,0,0.0
I620,01,1F,True,I610,99,I620,,N,B,Y,N,0,124,0,0.0
I621,01,1F,True,I610,99,I621,,N,B,Y,N,0,124,0,0.0
I629,01,1F,True,I610,99,I629,,N,B,Y,N,0,124,0,0.0
I630,01,1F,True,I630,99,I630,,N,B,Y,N,0,124,0,0.0
I631,01,1F,True,I630,99,I630,,N,B,Y,N,0,124,0,0.0
I632,01,1F,True,I630,99,I630,,N,B,Y,N,0,124,0,0.0
I633,01,1F,True,I610,99,I633,,N,B,Y,N,0,124,0,0.0
I634,01,1F,True,I610,99,I634,,N,B,Y,N,0,124,0,0.0
I635,01,1F,True,I610,99,I635,,N,B,Y,N,0,124,0,0.0
I636,01,1F,True,I636,99,I630,,N,B,Y,N,0,124,0,0.0
I638,01,1F,True,I610,99,I638,,N,B,Y,N,0,124,0,0.0
I639,01,1F,True,I610,99,I639,,N,B,Y,N,0,124,0,0.0
I64,01,1H,True,I610,99,I64,,N,B,Y,N,0,124,0,0.0
I650,01,1G,True,I630,99,I650,,N,B,Y,N,0,124,0,0.0
I651,01,1G,True,I630,99,I650,,N,B,Y,N,0,124,0,0.0
I652,01,1G,True,I630,99,I652,,N,B,Y,N,0,124,0,0.0
I653,01,1G,True,I610,99,I650,,N,B,Y,N,0,124,0,0.0
I658,01,1G,True,I610,99,I650,,N,B,Y,N,0,124,0,0.0
I659,01,1G,True,I630,99,I659,,N,B,Y,N,0,124,0,0.0
I660,01,1G,True,I610,99,I660,,N,B,Y,N,0,124,0,0.0
I661,01,1G,True,I610,99,I661,,N,B,Y,N,0,124,0,0.0
I662,01,1G,True,I610,99,I661,,N,B,Y,N,0,124,0,0.0
I663,01,1G,True,I610,99,I660,,N,B,Y,N,0,124,0,0.0
I664,01,1G,True,I610,99,I661,,N,B,Y,N,0,124,0,0.0
I668,01,1G,True,I610,99,I661,,N,B,Y,N,0,124,0,0.0
I669,01,1G,True,I630,99,I661,,N,B,Y,N,0,124,0,0.0
I670,01,1F,True,I670,99,I670,,N,B,Y,N,0,124,0,0.0
I671,01,1F,True,I671,99,I670,,N,B,Y,N,0,124,0,0.0
I672,01,1H,True,I672,99,I672,,N,B,Y,N,0,124,0,0.0
I673,01,1D,True,I670,99,I673,D,N,B,Y,N,0,124,0,0.0
I674,05,5H,True,I674,99,I674,,N,B,Y,N,0,124,0,0.0
I675,01,1F,True,I670,99,I670,,N,B,Y,N,0,124,0,0.0
I676,01,1F,True,I676,99,I676,,N,B,Y,N,0,124,0,0.0
I677,01,1F,True,I677,99,I677,,N,B,Y,N,0,124,0,0.0
I678,01,1H,True,I670,99,I672,,N,B,Y,N,0,124,0,0.0
I679,01,1H,True,I670,99,I679,,N,B,Y,N,0,124,0,0.0
I680,01,1H,True,I610,99,I680,,N,B,N,N,0,124,0,0.0
I681,01,1H,True,I610,99,I680,,N,B,N,N,0,124,0,0.0
I682,01,1F,True,I610,99,I680,,N,B,N,N,0,124,0,0.0
I688,01,1H,True,I610,99,I680,,N,B,N,N,0,124,0,0.0
I690,01,1D,False,,0,,,N,B,Y,N,0,124,0,0.0
I691,01,1D,False,,0,,,N,B,Y,N,0,124,0,0.0
I692,01,1D,False,,0,,,N,B,Y,N,0,124,0,0.0
I693,01,1D,False,,0,,,N,B,Y,N,0,124,0,0.0
I694,01,1D,False,,0,,,N,B,Y,N,0,124,0,0.0
I698,01,1D,False,,0,,,N,B,Y,N,0,124,0,0.0
I700,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7000,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7001,05,5F,True,I7001,99,I7001,,N,B,Y,N,1,124,0,0.0
I701,11,11K,False,,0,,,N,B,Y,N,1,124,0,0.0
I7010,11,11K,False,,0,,,N,B,Y,N,1,124,0,0.0
I7011,11,11K,True,I7011,99,I7001,,N,B,Y,N,1,124,0,0.0
I702,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7020,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I70200,05,5F,False,,0,,,N,B,Y,N,1,124,0,
I70201,05,5F,False,,0,,,N,B,Y,N,1,124,0,
I70202,05,5F,False,,0,,,N,B,Y,N,1,124,0,
I70209,05,5F,False,,0,,,N,B,Y,N,1,124,0,
I7021,05,5F,True,I7001,99,I7021,,N,B,Y,N,1,124,0,0.0
I70210,05,5F,True,I7001,99,I7021,,N,B,Y,N,1,124,0,
I70211,05,5F,True,I7001,99,I7021,,N,B,Y,N,1,124,0,
I70212,05,5F,True,I7001,99,I7021,,N,B,Y,N,1,124,0,
I70219,05,5F,True,I7001,99,I7021,,N,B,Y,N,1,124,0,
I703,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7030,05,5F,False,,0,,,N,B,Y,N,1,124,0,
I7031,05,5F,True,I7031,99,I7001,,N,B,Y,N,1,124,0,
I708,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7080,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7081,05,5F,True,I7081,99,I7021,,N,B,Y,N,1,124,0,0.0
I709,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7090,05,5F,False,,0,,,N,B,Y,N,1,124,0,0.0
I7091,05,5F,True,I7081,99,I7021,,N,B,Y,N,1,124,0,0.0
I710,05,5F,True,I710,99,I710,,N,B,Y,N,0,124,0,0.0
I711,05,5F,True,I710,99,I711,,N,B,Y,N,0,124,0,0.0
I712,05,5F,True,I710,99,I711,,N,B,Y,N,0,124,0,0.0
I713,05,5F,True,I710,99,I711,,N,B,Y,N,0,124,0,0.0
I714,05,5F,True,I710,99,I711,,N,B,Y,N,0,124,0,0.0
I715,05,5F,True,I710,99,I711,,N,B,Y,N,0,124,0,0.0
I716,05,5F,True,I710,99,I711,,N,B,Y,N,0,124,0,0.0
I718,05,5F,True,I710,99,I711,,N,B,Y,N,0,124,0,0.0
I719,05,5F,False,,0,,,N,B,Y,N,0,124,0,0.0
I720,05,5F,True,I720,99,I720,,N,B,Y,N,0,124,0,0.0
I721,05,5F,True,I720,99,I720,,N,B,Y,N,0,124,0,0.0
I722,11,11K,True,I722,99,I722,,N,B,Y,N,0,124,0,0.0
I723,05,5F,True,I720,99,I720,,N,B,Y,N,0,124,0,0.0
I724,05,5F,True,I720,99,I720,,N,B,Y,N,0,124,0,0.0
I725,05,5F,True,I720,99,I720,,N,B,Y,N,0,124,0,0.0
I726,05,5F,True,I726,99,I720,,N,B,Y,N,0,124,0,
I728,05,5F,True,I726,99,I720,,N,B,Y,N,0,124,0,0.0
I729,05,5F,False,,0,,,N,B,Y,N,0,124,0,0.0
I730,08,8L,False,,0,,,N,B,Y,N,0,124,0,0.0
I731,05,5F,True,I731,99,I731,,N,B,Y,N,0,124,0,0.0
I738,05,5F,False,,0,,,N,B,Y,N,0,124,0,0.0
I739,05,5F,False,,0,,,N,B,Y,N,0,124,0,0.0
I740,05,5F,True,I740,99,I740,,N,B,Y,N,0,124,0,0.0
I741,05,5F,True,I740,99,I740,,N,B,Y,N,0,124,0,0.0
I742,05,5F,True,I740,99,I740,,N,B,Y,N,0,124,0,0.0
I743,05,5F,True,I740,99,I740,,N,B,Y,N,0,124,0,0.0
I744,05,5F,True,I740,99,I740,,N,B,Y,N,0,124,0,0.0
I745,05,5F,True,I740,99,I740,,N,B,Y,N,0,124,0,0.0
I748,05,5F,True,I748,99,I740,,N,B,Y,N,0,124,0,0.0
I749,05,5F,True,I748,99,I749,,N,B,Y,N,0,124,0,0.0
I770,05,5F,True,I770,99,I770,,N,B,Y,N,0,124,0,0.0
